,Category,Headline,SubHeading,isResult,isMaybe
157,Vinter-OL,Danmarks historiske OL-kvinder tabte skæbnekamp,"Den ultimative OL-overraskelse udeblev, da Danmark tabte 1-3 til Sverige",True,
158,Skisport ,Slettemark langt fra VM-medalje,"Drilske vejrforhold var medvirkende til, at ingen skød fejlfrit i de kvindelige juniorers individuelle konkurrence ved VM ",True,
159,Ishockey VM,Stor ærgrelse efter dansk nederlag,"Danmark tabte lørdag med 3-0 til USA. Det betyder, at Danmark får svært ved at komme videre fra gruppespillet ved VM",True,
160,TOKYO 2020 ,Nu starter PL: Her er de største danske medaljehåb ,"25 danskere skal i aktion ved PL i Tokyo, der starter med en åbningsceremoni i dag ",False,
161,Ishockey,To danske NHL-scoringer var ikke nok til sejr,Columbus var tæt på at indhente stor føring i udekamp mod Toronto med tre mål i tredje periode,True,
162,Golf ,"Dansker sikrer sig 3,7 millioner efter sejr: - Aldrig været så nervøs før","Nicolai Højgaard kunne mærke den store nervøsitet, da han skulle slå det afgørende slag",True,
163,Ishockey,NHL-dansker vender 0-4 til klar sejr,"Frederik Andersen fik de sidste to perioder på isen, da Carolina Hurricanes vendte 0-4 til 7-4 mod Columbus",True,
164,CYKLING ,Danmark må undvære landsholdsprofiler: Men danske medaljer er stadig en forventning ved bane-EM ,"Casper Folsach og Niklas Larsen er ikke med i den danske trup, der skal kæmpe om medaljer ved bane-EM ",False,
165,KORT SPORT ,Danmark tror på avancement ved ishockey-VM trods startnederlag ,Et 2-5-nederlag til Sverige gav det danske kvindelandshold en nedslående start på ishockey-VM på hjemmebane ,True,
166,SPORT ,Gymnastikfænomen udbygger rekord med to nye VM-guldmedaljer ,Simone Biles rundede VM af med guld på bommen og gulvet søndag i Antwerpen ,True,
167,Ishockey,Aalborg hævner pinlig nedslagtning,Med en 4-0-sejr på udebane over Rungsted fik Aalborg oprejsning for fredagens kæmpenederlag,True,
168,KORT SPORT ,Skadet Simon Pytlick skal have foretaget røntgenundersøgelse ,"Simon Pytlick måtte lørdag aften humpe fra banen, da den danske landsholdsspillers klub, SG Flensburg-Handewitt, slog HC Erlangen i den tyske Bundesliga ",True,
169,KORT SPORT ,Ledbåndsskade holder Harder ude i flere uger ,"Det bliver et kapløb med tiden for Pernille Harder, i jagten på at blive klar til Danmarks Nations League-kampe mod Island og Wales sidst på måneden ",False,
170,SPORT ,Baseball-pitcher snydt for perfekt kamp ,"En dommerfejl betød, at kasteren Armando Galarraga blev snydt for en såkaldt perfekt kamp, da Detroit Tigers slog Cleveland Indians i den amerikanske baseballiga MLB ",True,
171,Amerikansk fodbold ,"- Jeg er stolt. Det er ikke sunket ind endnu, siger Mahomes","Patrick Mahomes tog sin anden Super Bowl-triumf i karrieren, og han var hurtig til at takke alle andre end sig selv ",True,
172,CHAMPIONS LEAGUE ,Ubesejrede Ikast Håndbold tromler videre med storsejr i Champions League ,Ikast Håndbold vandt lørdag mod polske Zaglebie i Champions League ,True,
173,Golf ,Danskere forsvarer Europas føring,"Emily Pedersen og Nanna Koerstz Madsen vandt begge deres fourball-opgør, da Europa forsvarede føring søndag",True,
174,Sejlsport ,Aarhus bliver vært for EM i tre olympiske bådklasser,"I juli 2022 skal der i Aarhus findes nye europamestre i bådklasserne 49er, 49erFX og Nacra 17",False,
175,Volleyball ,Danmark vil være EM-vært i 2011,Dansk Volleyball Forbund tror på chancerne for at blive vært for mændenes EM i volleyball i 2011 på trods af skarp konkurrence,False,
176,Vinter-OL,I løbet af de næste timer får dansk nøglespiller afgørende svar,"Jesper Jensen Aabo afventer lægernes svar på, om han kan spille videre eller er færdig ved vinter-OL",False,
177,Fodbold ,FCK-profil ventes ude i flere uger,FCK må efter alt at dømme undvære Birger Meling i flere uger ,False,
178,Fodbold ,FC Nordsjælland afværger chok-exit,Kampen stod 2-2 efter 90 minutter ,True,
179,Atletik ,Snupper guld i Oslo med ny dansk rekord,Sprinteren Ida Karstoft vandt torsdag Diamond League-stævnet i Oslo og forbedrer sin egne danske rekord,True,
180,Golf ,Ryder Cup-dansker sidder over,"Han skal dog holde sig klar fredag eftermiddag, hvor han får debut",False,
181,VM SEJLSPORT ,GRAFIK Overblik over kapsejladserne ved VM i Sejlsport ,"Flere end 1000 både skal i aktion under VM i Sejlsport, som afholdes i disse dage. Her får du et overblik over kapsejladserne ",False,
182,KORT SPORT ,Dansk badmintonduo misser finale på hjemmebane ,Det bliver ikke til nogen finale på hjemmebane for Kim Astrup og Anders Skaarup Rasmussen i denne omgang ,True,
183,KORT SPORT ,Danmark henter sølv og bronze i roning ved årets første World Cup ,For første gang nogensinde var to danskere søndag repræsenteret i en World Cup-finale i herresinglescullerklassen ,True,
184,Fodbold ,"FCK og Brøndby får bøder efter romerlys, politibanner og rottekast","En rotte landede tæt på banen, og der blev fyret masser af romerlys af til derbyet mellem FCK og Brøndby",False,
185,KORT SPORT ,"'Mod al logik' at anfører blev buhet af banen for Saudi-skifte, mener Englands landstræner ","Jordan Henderson blev buhet ad, da han forlod banen fredag i Englands venskabskamp mod Australien fredag aften ",False,
186,E-sport ,Danskere med suveræn indsats - klar til Major-semifinale,Torsdagens kvartfinale mellem Heroic og FaZe levede op til forventningerne ved Majoren i Paris ,True,
187,Cykling ,Han slog Vingegaards rekord - nu sætter skade stopper for karrieren,"Jacob Hindsgaul blev udråbt som stortalent, men indstiller nu karrieren som 23-årig på grund af mystisk skade ",False,x
188,Ishockey VM,Danmark tager vigtig sejr ved VM,"Det var ikke til at se, at Danmark skøjtede ind til lørdagens VM-kamp mod Frankrig med en ærgerlig fornemmelse i kroppen efter kampen mod Tyskland",True,
189,KORT SPORT ,England vender 0-1 til 3-1 mod Italien og er EM-klar ,"England er klar til næste sommers EM-slutrunde i Tyskland, mens Italien risikerer ikke at kvalificere sig direkte igennem kvalifikationsgruppe C ",True,
190,Ishockey VM,Dansk profil smadrede glas i vrede,"Markus Lauridsen lod følelserne få frit løb, og det betalte en glasrude prisen for",False,
191,Vinter-OL,Ishockeyherrer hylder søstre: - Det er superfedt og fortjent,Tirsdag eftermiddag dansk tid spiller de danske ishockeykvinder for en plads i OL-kvartfinalen,False,
192,Fodbold ,Her er eksperternes bud på Danmarks startopstilling,Eksperterne er uenige i alle tre kæder ,False,
193,CHAMPIONS LEAGUE ,Fransk landsholdsfløj scorer formidabelt mål med ryggen til mål ,Den franske håndboldstjerne Dylan Nahi scorede et bemærkelsesværdigt mål i torsdagens Champions League-kamp mellem Kielce og Kolstad ,False,
194,E-sport ,Astralis leverer comeback og vinder tæt kvartfinale,"Astralis var bagud, men slog alligevel Mouz og er klar til semifinale mod verdensetter i stor tysk turnering ",True,
195,KORT SPORT ,Karantæner for matchfixing til danske dartspillere stadfæstes ,"Opdateret: Tidligere fremgik det, at Danmarks Idrætsforbund, DIF, havde stadfæstet karantænen. Det var forkert. Det er Idrættens Kompetence Center, IKC, der har truffet afgørelse i klagesagen. Den første sag om matchfixing nogensinde i dansk dart så dagens lys i maj, da spillere fra Aalborg Dartklub og Dartklubben Kælderen under en 1. divisionskamp havde skrevet fiktive resultater ned på den kampseddel, som senere blev indsendt til Dansk Dart Union (DDU)",False,
196,Ishockey,Rungsted hyrer tidligere mestertræner,Canadiske Mark Pederson skal forsøge at rejse Rungsted Seier Capital efter en skuffende sæson,False,x
197,Ishockey,Danske ishockeyherrer varmer op til VM med sejr,Danmark bankede lørdag ligeledes VM-aktuelle Storbritannien med 2-0 på udebane,True,
198,KORT SPORT ,Svensk tennisstjerne får straf for overtrædelse af dopingregler ,Den svenske tennisspiller Mikael Ymer har fået 18 måneders karantæne for overtrædelse af dopingreglementet ,False,
199,SUPERLIGA ,Bizart VAR-nedbrud efterlod dommer uden hjælp ved tvivlsomt Lyngby-mål ,"Der var store protester omkring Lyngbys 2-0 scoring mod OB mandag aften. Dommeren kunne dog ikke få hjælp af VAR, som var nede grundet tekniske problemer ",False,
200,TENNIS,Tennisstjerne lod følelserne koge over på afgørende tidspunkt ,Tennisspilleren Andrey Rublev blev sur på en fotograf under søndagens Shanghai Open-finale mod Hubert Hurkacz ,False,
201,KORT SPORT ,Viktor Axelsen trækker sig fra Denmark Open ,Viktor Axelsen kommer ikke til at gå på banen mere under årets Victor Denmark Open ,False,
202,CHAMPIONS LEAGUE ,Odense og Ikast cruiser videre i Champions League ,De to danske håndboldhold vandt begge deres respektive kampe i søndagens Champions League-runde ,True,
203,SPORT ,Fodbold er lige så meget kultur som ballet og opera ,Brian Mikkelsen er af flere i sportens verden nævnt som en af de bedste kulturministre i nyere tid. Her er hans råd til Marianne Jelved ,False,
204,VOLLEYBALL ,"Dansk forbund lægger sig fladt ned efter kritik, men vil fortsat ikke afgøre kvindelandsholdets fremtid ","Som følge af at Danmarks bedste volleyballkvinder føler sig nedprioriteret, har Volleyball Danmark oprettet et nyt spillerråd ",False,
205,Boksning ,Britisk boksestjerne knockouter russer og beholder VM-titler,"Anthony Joshua stoppede Alexander Povetkin i syvende omgang i en kamp, hvor der var fire VM-titler på spil",True,
206,Ishockey,Debutant sikrer sejr ét sekund før tid,I lokalbraget mod Aalborg Pirates tog Frederikshavn White Hawks sejren på en sen scoring i de døende sekunder,True,
207,BASKETBALL ,19-årigt supertalent bliver kaldt 'en alien'. I nat gjorde han sin entré på den største scene ,"Natten til fredag blev den 19-årige Victor Wembanyama officielt en del af verdens bedste basketball-liga, NBA ",False,
208,Curling ,Curlingkvinder er klar til VM-slutspil trods nederlag,Allerede inden den sidste gruppekamp havde Danmark sikret sig en plads i slutspillet ved VM i Canada ,True,
209,HESTESPORT ,"Laudrup-Dufour var så ked af landstræners stop, at hun overvejede at skifte nationalitet ","Cathrine Laudrup-Dufour overvejede for få år siden at skifte nationalitet, så hun kunne ride for et andet landshold ",False,
210,Ishockey,Knuste danskere efter VM-nedtur: - Det er forfærdeligt,En tysk scoring i sidste sekund sendte de danske ishockeykvinder ud af sportens fineste selskab,True,
211,EM HÅNDBOLD ,Er Danmark lillesøster eller tvillingesøster? Norske eksperter er uenige før finalen ,"Danmarks håndboldlandshold er kommet tættere på Norge, end de har været i mange år, lyder det fra norske eksperter ",False,
212,Fodbold ,Pogbas B-prøve viser også spor af doping,"Paul Pogbas B-prøve viste også brug af testosteron, og franskmanden kan se frem til en karantænedom ",False,
213,Fodbold ,Bruun tror på overraskelse fra Hjulmand,Tirsdag udtager Kasper Hjulmand sin trup til kampene mod Kasakhstan og San Marino,False,
214,SPORT,"Optimismen afløste skuffelsen hos håbefuld duo, da de få afgørende minutter var overstået",Det blev en kort fornøjelse for judokvinderne Lærke Olsen og Emilie Sook ved de europæiske olympiske lege i Minsk. Troen på at komme til OL som de første kvindelige danske judokæmpere nogensinde er dog intakt ,True,
215,Ishockey,Danmark sikrer historisk OL-deltagelse,Efter sejre i de første kampe mødtes Danmark og Norge i den afgørende OL-kvalifikationskamp,True,x
216,Volleyball ,Dansk volleyball har succes i en hård medlemstid,Ligesom stort set alle andre danske idrætsforeninger kæmper Dansk Volleyball Forbund (DVF) for at holde på medlemmerne - dog i mindre grad end andre forbund,False,
217,Ishockey,Lars Eller med hovedrolle i vildt comeback,Med fire mål i en enkelt periode slog Washington Capitals Los Angeles Kings 4-3. Eller spillede en hovedrolle,True,
218,HERRELANDSHOLDET ,Kasakhiske medier nervøse før landskamp: 'Danskerne er sure på os' ,"De kasakhiske medier håber på det bedste, men frygter det værste inden landskampen mod Danmark ",False,
219,Ishockey VM,Værtsnation i ekstase efter stor overraskelse ,Her får du overblikket over torsdagens kvartfinaleopgør,False,
220,Ishockey,Danmark regner med NHL-spillere til OL,"Det er ikke afgjort, om OL bliver med NHL-spillere. Chancerne er dog store, mener Danmarks Ishockey Union",False,
221,CYKLING ,"Vingegaard vil vinde andet end Touren: 'Kan være, jeg skal gøre noget anderledes' ",Tour de France-vinderen Jonas Vingegaard skal stadig vænne sig til tanken om at være kaptajn for et af verdens bedste cykelhold ,False,
222,TYSK FODBOLD ,Ribery føler sig sikker: Jeg vinder Ballon d'Or ,"Franskmanden mener, han er verdens bedste fodboldspiller. Ronaldo er ikke en trussel ",False,
223,Ishockey,Danmark viser VM-form og slår Norge,"De danske ishockeyherrer var bagud to gange mod Norge, men endte med en sejr på 3-2 efter to gode perioder",True,
224,SPORT ,Sejlsport: To danske world cup-sejre ,De danske sejlere tegnede sig mandag for to sejre ved det igangværende World Cup-stævne i Hyeres i Frankrig ,True,
225,Ishockey VM,Green er fuld af benovelse over de danske VM-debutanter,TV 2 SPORTs ishockeyekspert Morten Green giver karakterer til de danske ishockeyherrer og landstræner Heinz Ehlers efter VM-sejren over Hviderusland,True,
226,BEIJING 2022 ,Tjekkisk vidunder vil generobre guldet på snowboard og ski: 'Som at vinde i både fodbold og håndbold' ,Den tjekkiske vintersportsudøver Ester Ledecká er klar til at forsvare sine guldmedaljer fra OL i Pyeongchang ,False,
227,OL,Danmark misser OL-medalje,"Danmark kæmpede bravt ved OL-finalen for hold i dressur, men måtte se sig slået af bedre nationer. De tre danskere endte på en samlet fjerdeplads ",True,
228,Fodbold ,Kjær fejrede historisk kamp med sine børn,Christian Eriksen blev hyldet inden kampen ,False,x
229,Fodbold ,Derfor gik spansk stjerne på banen med hørebøffer på,Psykiatrifonden anbefaler personer med autisme at benytte hørebøffer til at afskærme støj ,False,
230,Ishockey VM,Dansk NHL-stjerne takker nej til VM,Oliver Bjorkstrand prioriterer at kigge frem mod næste sæson og melder derfor fra til VM i Finland om 14 dage,False,
231,Badminton ,Svær danskerdag i China Open reddet af Axelsen,"Viktor Axelsen rettede op på en svær dag, der kostede flere danskere deltagelsen i China Open ",True,
232,BASKETBALL ,Halvskidt start for Bakken Bears i Europa: Taber til stærke ungarere ,Bakken Bears har de seneste to år ellers vist sig flot frem i FIBA Europe Cup ,True,
233,SPORT ,Kønskamp præger australsk OL-optakt ,"Beachvolley-spilleren Nathalie Cook vil sætte sig ned i protest, hvis det endnu engang blivger en mand, der skal bære flaget ved åbningsceremonien ",False,
234,KORT SPORT ,Berygtet bjerg skal bestiges ved Giro d'Italia i 2024 ,Den store Stelvio-stigning vender tilbage til cykelløbet Giro d'Italia i 2024 ,False,
235,Ishockey,Dansk comeback sikrer historisk OL-billet,"Danmarks ishockeykvinder er klar til OL i 2022, selvom de tabte den afgørende kvalifikationskamp til Tyskland efter straffeslag",True,
236,Volleyball ,Succes for dansk beachvolley-duo,"Beachvolley-duoen Bo Søderberg og Anders Hoyer kvalificerede sig sent onsdag aften dansk tid til hovedturneringen ved World Tour-stævnet i Montreal, Canada. Med en sejr i en tæt kamp over Binstock og Redman fra Canada spillede den danske beachvolley-duo sig for fjerde gang i karrieren ind i ""main draw"" ved et World Tour-stævne.",True,
237,SPORT ,Dansk medaljehøster i orienteringsløb skal vænne sig til stejl EM-rute ,"Maja Alm og det danske landshold er på udebane blandt de høje bjerge ved EM i orienteringsløb i Schweiz, men de tror stadig på medaljer ",False,
238,EM HÅNDBOLD ,KARAKTERER Her er Danmarks bedste spiller under EM-slutrunden ,DR Sporten har samlet eksperternes karakterer fra alle Danmarks kampe ,False,
239,VM ATLETIK 2023 ,"Når hun ikke står i vejen for sig selv, flyver amerikansk løbefænomen på banen ",Fredag aften går sprinteren Sha'Carri Richardson efter at vinde sin anden guldmedalje ved VM i atletik ,False,
